PZ7180000020811_DVU	GO:0003824	GJ12748 [Drosophila virilis]
PZ558010_BJL	GO:0010181	nitric oxide synthase
PZ558010_BJL	GO:0020037	nitric oxide synthase
PZ558010_BJL	GO:0050660	nitric oxide synthase
PZ558010_BJL	GO:0004517	nitric oxide synthase
PZ558010_BJL	GO:0005516	nitric oxide synthase
PZ7180000021111_BJN	GO:0030126	coatomer protein subunit epsilon
PZ7180000021111_BJN	GO:0005829	coatomer protein subunit epsilon
PZ7180000021111_BJN	GO:0006890	coatomer protein subunit epsilon
PZ7180000021111_BJN	GO:0006891	coatomer protein subunit epsilon
PZ7180000021111_BJN	GO:0005515	coatomer protein subunit epsilon
PZ7180000021111_BJN	GO:0048205	coatomer protein subunit epsilon
PZ597168_BJN	GO:0030126	epsilon subunit of coatomer protein complex
PZ597168_BJN	GO:0005829	epsilon subunit of coatomer protein complex
PZ597168_BJN	GO:0006890	epsilon subunit of coatomer protein complex
PZ597168_BJN	GO:0006891	epsilon subunit of coatomer protein complex
PZ597168_BJN	GO:0005515	epsilon subunit of coatomer protein complex
PZ597168_BJN	GO:0048205	epsilon subunit of coatomer protein complex
PZ7180000027820_BJS	GO:0005488	viral a-type inclusion protein
PZ7180000027820_BJS	GO:0044464	viral a-type inclusion protein
PZ7180000027885_BKB	GO:0016020	isoform c
PZ7180000027885_BKB	GO:0005302	isoform c
PZ580367_BKB	GO:0015746	tyrosine transporter
PZ580367_BKB	GO:0016021	tyrosine transporter
PZ580367_BKB	GO:0015137	tyrosine transporter
PZ580367_BKB	GO:0015105	tyrosine transporter
PZ580367_BKB	GO:0005302	tyrosine transporter
PZ7180000027886_BKC	GO:0042742	dual oxidase 1
PZ7180000027886_BKC	GO:0019221	dual oxidase 1
PZ7180000027886_BKC	GO:0006979	dual oxidase 1
PZ7180000027886_BKC	GO:0009055	dual oxidase 1
PZ7180000027886_BKC	GO:0020037	dual oxidase 1
PZ7180000027886_BKC	GO:0005509	dual oxidase 1
PZ7180000027886_BKC	GO:0004601	dual oxidase 1
PZ7180000027886_BKC	GO:0042335	dual oxidase 1
PZ7180000027886_BKC	GO:0016021	dual oxidase 1
PZ7180000027886_BKC	GO:0050660	dual oxidase 1
PZ7180000027886_BKC	GO:0051591	dual oxidase 1
PZ622945_BKC	GO:0042742	dual oxidase 1
PZ622945_BKC	GO:0005488	dual oxidase 1
PZ622945_BKC	GO:0004601	dual oxidase 1
PZ7180000027902_BKD	GO:0008889	glycerophosphoryl diester phosphodiesterase
PZ7180000027902_BKD	GO:0006071	glycerophosphoryl diester phosphodiesterase
PZ7180000027902_BKD	GO:0006629	glycerophosphoryl diester phosphodiesterase
PZ733946_BKD	GO:0008889	glycerophosphoryl diester phosphodiesterase
PZ733946_BKD	GO:0006071	glycerophosphoryl diester phosphodiesterase
PZ733946_BKD	GO:0006629	glycerophosphoryl diester phosphodiesterase
PZ7180000028716_BKU	GO:0004867	cp8 precursor
PZ7180000028024_BKU	GO:0004867	cp8 precursor
PZ7180000023894_BLB	GO:0030126	coatomer subunit alpha
PZ7180000023894_BLB	GO:0006890	coatomer subunit alpha
PZ7180000023894_BLB	GO:0006911	coatomer subunit alpha
PZ7180000023894_BLB	GO:0005515	coatomer subunit alpha
PZ7180000023894_BLB	GO:0004402	coatomer subunit alpha
PZ7180000023894_BLB	GO:0006886	coatomer subunit alpha
PZ7180000023894_BLB	GO:0005198	coatomer subunit alpha
PZ753779_BLB	GO:0030157	coatomer protein subunit alpha
PZ753779_BLB	GO:0005829	coatomer protein subunit alpha
PZ753779_BLB	GO:0005488	coatomer protein subunit alpha
PZ753779_BLB	GO:0005625	coatomer protein subunit alpha
PZ753779_BLB	GO:0006890	coatomer protein subunit alpha
PZ753779_BLB	GO:0005615	coatomer protein subunit alpha
PZ753779_BLB	GO:0005792	coatomer protein subunit alpha
PZ753779_BLB	GO:0048205	coatomer protein subunit alpha
PZ753779_BLB	GO:0016020	coatomer protein subunit alpha
PZ753779_BLB	GO:0005794	coatomer protein subunit alpha
PZ7180000037841_BLM	GO:0046872	xaa-pro dipeptidase app( )
PZ7180000037841_BLM	GO:0005739	xaa-pro dipeptidase app( )
PZ7180000037841_BLM	GO:0005634	xaa-pro dipeptidase app( )
PZ7180000037841_BLM	GO:0070011	xaa-pro dipeptidase app( )
PZ7180000023871_BLR	GO:0006810	isoform d
PZ520553_BLR	GO:0016020	acid-sensitive two pore domain k+ channel dtask-
PZ520553_BLR	GO:0005216	acid-sensitive two pore domain k+ channel dtask-
PZ520553_BLR	GO:0006811	acid-sensitive two pore domain k+ channel dtask-
PZ7180000028252_BLT	GO:0003676	sip1-tfip11 interacting protein
PZ7180000028252_BLT	GO:0005622	sip1-tfip11 interacting protein
PZ507834_BLT	GO:0003676	stip
PZ507834_BLT	GO:0005622	stip
PZ7180000028266_BLU	GO:0008877	glucose-1-phosphatase inositol phosphatase
PZ7180000028266_BLU	GO:0003993	glucose-1-phosphatase inositol phosphatase
PZ7180000028266_BLU	GO:0042597	glucose-1-phosphatase inositol phosphatase
PZ7180000028310_BLX	GO:0005856	engulfment and cell motility
PZ7180000028310_BLX	GO:0006909	engulfment and cell motility
PZ7180000028310_BLX	GO:0005488	engulfment and cell motility
PZ7180000028310_BLX	GO:0007015	engulfment and cell motility
PZ7180000028310_BLX	GO:0007298	engulfment and cell motility
PZ617543_BLX	GO:0005856	engulfment and cell motility
PZ617543_BLX	GO:0006909	engulfment and cell motility
PZ617543_BLX	GO:0005488	engulfment and cell motility
PZ617543_BLX	GO:0007015	engulfment and cell motility
PZ617543_BLX	GO:0007298	engulfment and cell motility
PZ7180000000012_MY	GO:0006546	glycine cleavage system h protein
PZ7180000000012_MY	GO:0031405	glycine cleavage system h protein
PZ7180000000012_MY	GO:0005960	glycine cleavage system h protein
PZ7180000000012_MY	GO:0005739	glycine cleavage system h protein
PZ7180000000007_MY	GO:0006546	glycine cleavage system h protein
PZ7180000000007_MY	GO:0004047	glycine cleavage system h protein
PZ7180000000007_MY	GO:0031405	glycine cleavage system h protein
PZ7180000000007_MY	GO:0005960	glycine cleavage system h protein
PZ7180000000007_MY	GO:0005739	glycine cleavage system h protein
PZ7180000000009_MY	GO:0006546	glycine cleavage system h protein
PZ7180000000009_MY	GO:0031405	glycine cleavage system h protein
PZ7180000000009_MY	GO:0005960	glycine cleavage system h protein
PZ7180000000009_MY	GO:0005739	glycine cleavage system h protein
PZ7180000000013_MY	GO:0004047	glycine cleavage system h protein
PZ7180000000013_MY	GO:0031405	glycine cleavage system h protein
PZ7180000000013_MY	GO:0005960	glycine cleavage system h protein
PZ7180000000013_MY	GO:0005739	glycine cleavage system h protein
PZ7180000000013_MY	GO:0019464	glycine cleavage system h protein
PZ7180000000005_MZ	GO:0044237	n-6 adenine-specific dna methyltransferase 2
PZ7180000000005_MZ	GO:0016740	n-6 adenine-specific dna methyltransferase 2
PZ7180000000007_MZ	GO:0016740	n-6 adenine-specific dna methyltransferase 2
PZ7180000000006_NA	GO:0006413	translation initiation factor 5a
PZ7180000000006_NA	GO:0003743	translation initiation factor 5a
PZ7180000000007_NA	GO:0006413	translation initiation factor 5a
PZ7180000000007_NA	GO:0003743	translation initiation factor 5a
PZ7180000000008_NA	GO:0006413	translation initiation factor 5a
PZ7180000000008_NA	GO:0003743	translation initiation factor 5a
PZ7180000000005_NA	GO:0006413	translation initiation factor 5a
PZ7180000000005_NA	GO:0003743	translation initiation factor 5a
PZ7180000000009_NA	GO:0006413	translation initiation factor 5a
PZ7180000000009_NA	GO:0003743	translation initiation factor 5a
PZ7180000000003_NB	GO:0005515	family with sequence similarity member b
PZ7180000000001_NC	GO:0044464	pan1_vanpo ame: full=actin cytoskeleton-regulatory complex protein pan1
PZ7180000000004_ND	GO:0031625	cullin 4b
PZ7180000000004_ND	GO:0031461	cullin 4b
PZ7180000000004_ND	GO:0006511	cullin 4b
PZ7180000000007_ND	GO:0007369	cullin 3
PZ7180000000007_ND	GO:0008054	cullin 3
PZ7180000000007_ND	GO:0031461	cullin 3
PZ7180000000007_ND	GO:0031625	cullin 3
PZ7180000000007_ND	GO:0001831	cullin 3
PZ7180000000007_ND	GO:0030332	cullin 3
PZ7180000000007_ND	GO:0005794	cullin 3
PZ7180000000007_ND	GO:0005634	cullin 3
PZ7180000000006_ND	GO:0031625	cullin-5 (cul-5) (vasopressin-activated calcium-mobilizing receptor) (vacm-1)
PZ7180000000006_ND	GO:0031461	cullin-5 (cul-5) (vasopressin-activated calcium-mobilizing receptor) (vacm-1)
PZ7180000000006_ND	GO:0006511	cullin-5 (cul-5) (vasopressin-activated calcium-mobilizing receptor) (vacm-1)
PZ7180000000006_NE	GO:0005214	tpa: cuticle protein
PZ7180000000003_NF	GO:0016020	cationic amino acid transporter
PZ7180000000003_NF	GO:0006810	cationic amino acid transporter
PZ7180000000002_NF	GO:0016021	cationic amino acid transporter
PZ7180000000002_NF	GO:0006865	cationic amino acid transporter
PZ7180000000002_NF	GO:0015171	cationic amino acid transporter
PZ7180000000007_NG	GO:0008152	flavonol reductase cinnamoyl-
PZ7180000000007_NG	GO:0016491	flavonol reductase cinnamoyl-
PZ7180000000008_NG	GO:0008152	biliverdin reductase b (flavin reductase )
PZ7180000000008_NG	GO:0004074	biliverdin reductase b (flavin reductase )
PZ7180000000006_NG	GO:0008152	biliverdin reductase b (flavin reductase )
PZ7180000000006_NG	GO:0016491	biliverdin reductase b (flavin reductase )
PZ7180000000004_NH	GO:0006412	glutamyl-trna amidotransferase subunit b
PZ7180000000004_NH	GO:0016884	glutamyl-trna amidotransferase subunit b
PZ7180000000004_NH	GO:0016740	glutamyl-trna amidotransferase subunit b
PZ7180000000005_NH	GO:0006412	glutamyl-trna amidotransferase subunit b
PZ7180000000005_NH	GO:0016884	glutamyl-trna amidotransferase subunit b
PZ7180000000005_NH	GO:0016740	glutamyl-trna amidotransferase subunit b
PZ7180000000003_NH	GO:0006412	glutamyl-trna amidotransferase subunit b
PZ7180000000003_NH	GO:0016884	glutamyl-trna amidotransferase subunit b
PZ7180000000003_NH	GO:0016740	glutamyl-trna amidotransferase subunit b
PZ7180000000008_NI	GO:0005625	transaldolase 1
PZ7180000000008_NI	GO:0009052	transaldolase 1
PZ7180000000008_NI	GO:0005792	transaldolase 1
PZ7180000000008_NI	GO:0048029	transaldolase 1
PZ7180000000008_NI	GO:0006002	transaldolase 1
PZ7180000000008_NI	GO:0005515	transaldolase 1
PZ7180000000008_NI	GO:0004801	transaldolase 1
PZ7180000000008_NI	GO:0005829	transaldolase 1
PZ7180000000008_NI	GO:0019682	transaldolase 1
PZ7180000000009_NI	GO:0005737	transaldolase
PZ7180000000009_NI	GO:0004801	transaldolase
PZ7180000000009_NI	GO:0006098	transaldolase
PZ7180000000005_NI	GO:0005737	transaldolase
PZ7180000000005_NI	GO:0004801	transaldolase
PZ7180000000005_NI	GO:0006098	transaldolase
PZ7180000000006_NI	GO:0005737	transaldolase
PZ7180000000006_NI	GO:0004801	transaldolase
PZ7180000000006_NI	GO:0006098	transaldolase
PZ7180000000007_NI	GO:0005737	transaldolase
PZ7180000000007_NI	GO:0004801	transaldolase
PZ7180000000007_NI	GO:0006098	transaldolase
PZ7180000000004_NJ	GO:0016787	acyl-protein thioesterase
PZ7180000000005_NJ	GO:0016787	acyl-protein thioesterase
PZ7180000000006_NK	GO:0016810	n-acetylglucosamine-6-phosphate deacetylase
PZ7180000000006_NK	GO:0005975	n-acetylglucosamine-6-phosphate deacetylase
PZ7180000000005_NK	GO:0016810	n-acetylglucosamine-6-phosphate deacetylase
PZ7180000000007_NK	GO:0016810	n-acetylglucosamine-6-phosphate deacetylase
PZ7180000000003_NL	GO:0042335	transport protein sec61 subunit alpha 2
PZ7180000000003_NL	GO:0008258	transport protein sec61 subunit alpha 2
PZ7180000000003_NL	GO:0015450	transport protein sec61 subunit alpha 2
PZ7180000000003_NL	GO:0008219	transport protein sec61 subunit alpha 2
PZ7180000000003_NL	GO:0016021	transport protein sec61 subunit alpha 2
PZ7180000000003_NL	GO:0007391	transport protein sec61 subunit alpha 2
PZ7180000000003_NL	GO:0065002	transport protein sec61 subunit alpha 2
PZ7180000000003_NL	GO:0005784	transport protein sec61 subunit alpha 2
PZ7180000000004_NL	GO:0042335	transport protein sec61 alpha subunit
PZ7180000000004_NL	GO:0008258	transport protein sec61 alpha subunit
PZ7180000000004_NL	GO:0015450	transport protein sec61 alpha subunit
PZ7180000000004_NL	GO:0008219	transport protein sec61 alpha subunit
PZ7180000000004_NL	GO:0016021	transport protein sec61 alpha subunit
PZ7180000000004_NL	GO:0007391	transport protein sec61 alpha subunit
PZ7180000000004_NL	GO:0065002	transport protein sec61 alpha subunit
PZ7180000000004_NL	GO:0005784	transport protein sec61 alpha subunit
PZ7180000000005_NL	GO:0007391	transport protein sec61 subunit alpha 2
PZ7180000000005_NL	GO:0015450	transport protein sec61 subunit alpha 2
PZ7180000000005_NL	GO:0008258	transport protein sec61 subunit alpha 2
PZ7180000000005_NL	GO:0065002	transport protein sec61 subunit alpha 2
PZ7180000000005_NL	GO:0042335	transport protein sec61 subunit alpha 2
PZ7180000000005_NL	GO:0016021	transport protein sec61 subunit alpha 2
PZ7180000000006_NM	GO:0005488	gag-pol polyprotein
PZ7180000000006_NM	GO:0016787	gag-pol polyprotein
PZ7180000000004_NM	GO:0003676	gag-pol polyprotein
PZ7180000000007_NM	GO:0005488	retrotransposon ty1-copia subclass
PZ7180000000005_NM	GO:0005488	gag-pol polyprotein
PZ7180000000005_NM	GO:0016787	gag-pol polyprotein
PZ7180000000005_NM	GO:0016740	gag-pol polyprotein
PZ7180000000003_NN	GO:0005543	annexin x
PZ7180000000004_NN	GO:0005509	annexin x
PZ7180000000004_NN	GO:0005544	annexin x
PZ7180000000005_NN	GO:0005509	annexin x
PZ7180000000005_NN	GO:0005544	annexin x
PZ705252_ACU	GO:0005688	lsm4 u6 small nuclear rna associated ( cerevisiae)
PZ705252_ACU	GO:0008380	lsm4 u6 small nuclear rna associated ( cerevisiae)
PZ705252_ACU	GO:0003676	lsm4 u6 small nuclear rna associated ( cerevisiae)
PZ705252_ACU	GO:0005515	lsm4 u6 small nuclear rna associated ( cerevisiae)
PZ7180000036425_ACX	GO:0005743	cytochrome c heme lyase
PZ7180000036425_ACX	GO:0004408	cytochrome c heme lyase
PZ7180000036425_ACX	GO:0018063	cytochrome c heme lyase
PZ7180000022388_ACX	GO:0005743	cytochrome c1 heme lyase
PZ7180000022388_ACX	GO:0018063	cytochrome c1 heme lyase
PZ7180000022388_ACX	GO:0016829	cytochrome c1 heme lyase
PZ7180000036424_ACX	GO:0005743	cytochrome c-type heme lyase
PZ7180000036424_ACX	GO:0018063	cytochrome c-type heme lyase
PZ7180000036424_ACX	GO:0016829	cytochrome c-type heme lyase
PZ7180000030122_ACY	GO:0016020	gp150 protein
PZ7180000036482_ACZ	GO:0004174	electron-transferring-flavoprotein dehydrogenase
PZ7180000036482_ACZ	GO:0005743	electron-transferring-flavoprotein dehydrogenase
PZ7180000036482_ACZ	GO:0017133	electron-transferring-flavoprotein dehydrogenase
PZ7180000036482_ACZ	GO:0005506	electron-transferring-flavoprotein dehydrogenase
PZ7180000036482_ACZ	GO:0006810	electron-transferring-flavoprotein dehydrogenase
PZ7180000036482_ACZ	GO:0051539	electron-transferring-flavoprotein dehydrogenase
PZ7180000036482_ACZ	GO:0016021	electron-transferring-flavoprotein dehydrogenase
PZ7180000036482_ACZ	GO:0022900	electron-transferring-flavoprotein dehydrogenase
PZ7180000036483_ACZ	GO:0004174	electron transfer flavoprotein-ubiquinone oxidoreductase
PZ7180000036483_ACZ	GO:0005743	electron transfer flavoprotein-ubiquinone oxidoreductase
PZ7180000036483_ACZ	GO:0017133	electron transfer flavoprotein-ubiquinone oxidoreductase
PZ7180000036483_ACZ	GO:0005506	electron transfer flavoprotein-ubiquinone oxidoreductase
PZ7180000036483_ACZ	GO:0006810	electron transfer flavoprotein-ubiquinone oxidoreductase
PZ7180000036483_ACZ	GO:0051539	electron transfer flavoprotein-ubiquinone oxidoreductase
PZ7180000036483_ACZ	GO:0016021	electron transfer flavoprotein-ubiquinone oxidoreductase
PZ7180000036483_ACZ	GO:0022900	electron transfer flavoprotein-ubiquinone oxidoreductase
PZ7180000026147_ACZ	GO:0004174	electron-transferring-flavoprotein dehydrogenase
PZ7180000026147_ACZ	GO:0005743	electron-transferring-flavoprotein dehydrogenase
PZ7180000026147_ACZ	GO:0017133	electron-transferring-flavoprotein dehydrogenase
PZ7180000026147_ACZ	GO:0005506	electron-transferring-flavoprotein dehydrogenase
PZ7180000026147_ACZ	GO:0006810	electron-transferring-flavoprotein dehydrogenase
PZ7180000026147_ACZ	GO:0051539	electron-transferring-flavoprotein dehydrogenase
PZ7180000026147_ACZ	GO:0016021	electron-transferring-flavoprotein dehydrogenase
PZ7180000026147_ACZ	GO:0022900	electron-transferring-flavoprotein dehydrogenase
PZ669034_ACZ	GO:0004174	electron-transferring-flavoprotein dehydrogenase
PZ669034_ACZ	GO:0005743	electron-transferring-flavoprotein dehydrogenase
PZ669034_ACZ	GO:0017133	electron-transferring-flavoprotein dehydrogenase
PZ669034_ACZ	GO:0005506	electron-transferring-flavoprotein dehydrogenase
PZ669034_ACZ	GO:0006810	electron-transferring-flavoprotein dehydrogenase
PZ669034_ACZ	GO:0051539	electron-transferring-flavoprotein dehydrogenase
PZ669034_ACZ	GO:0016021	electron-transferring-flavoprotein dehydrogenase
PZ669034_ACZ	GO:0022900	electron-transferring-flavoprotein dehydrogenase
PZ7180000023219_ADB	GO:0006974	guanine nucleotide binding 1
PZ7180000023219_ADB	GO:0000166	guanine nucleotide binding 1
PZ7180000037534_ADB	GO:0051168	lethal g0431 cg14788-pa
PZ7180000037534_ADB	GO:0015030	lethal g0431 cg14788-pa
PZ7180000037534_ADB	GO:0005525	lethal g0431 cg14788-pa
PZ7180000037534_ADB	GO:0005783	lethal g0431 cg14788-pa
PZ7180000021266_ADC	GO:0003746	elongation factor 1 beta
PZ7180000021266_ADC	GO:0005853	elongation factor 1 beta
PZ7180000021266_ADC	GO:0006414	elongation factor 1 beta
PZ7180000031468_ADC	GO:0003746	elongation factor 1 beta
PZ7180000031468_ADC	GO:0005853	elongation factor 1 beta
PZ7180000031468_ADC	GO:0006414	elongation factor 1 beta
PZ551067_ADC	GO:0005085	elongation factor 1-beta
PZ551067_ADC	GO:0005840	elongation factor 1-beta
PZ551067_ADC	GO:0003746	elongation factor 1-beta
PZ551067_ADC	GO:0005853	elongation factor 1-beta
PZ551067_ADC	GO:0006414	elongation factor 1-beta
PZ7180000023118_ADD	GO:0008380	u4 u6 small nuclear ribonucleoprotein
PZ7180000023118_ADD	GO:0003676	u4 u6 small nuclear ribonucleoprotein
PZ7180000023118_ADD	GO:0031202	u4 u6 small nuclear ribonucleoprotein
PZ7180000023118_ADD	GO:0005681	u4 u6 small nuclear ribonucleoprotein
PZ7180000023118_ADD	GO:0006397	u4 u6 small nuclear ribonucleoprotein
PZ7180000021510_ADE	GO:0005488	high-mobility group 20a
PZ7180000021510_ADE	GO:0005634	high-mobility group 20a
PZ7180000036591_ADF	GO:0003729	arginine serine-rich splicing factor
PZ7180000036591_ADF	GO:0006376	arginine serine-rich splicing factor
PZ7180000036591_ADF	GO:0005681	arginine serine-rich splicing factor
PZ7180000036591_ADF	GO:0005515	arginine serine-rich splicing factor
PZ448357_ADG	GO:0009408	heat shock protein sti
PZ448357_ADG	GO:0006986	heat shock protein sti
PZ7180000021629_ADI	GO:0008233	serine protease htra2
PZ527724_ADI	GO:0006508	serine protease htra2
PZ527724_ADI	GO:0004252	serine protease htra2
PZ527724_ADI	GO:0005515	serine protease htra2
PZ713736_ADK	GO:0045454	thioredoxin domain-containing protein 1
PZ713736_ADK	GO:0016021	thioredoxin domain-containing protein 1
PZ713736_ADK	GO:0003756	thioredoxin domain-containing protein 1
PZ7180000021398_ADL	GO:0005529	isoform b
PZ7180000035478_ADL	GO:0005529	isoform b
PZ7180000035477_ADL	GO:0005529	cg9134 cg9134-pb
PZ7180000031567_ADN	GO:0008152	malate dehydrogenase
PZ7180000031567_ADN	GO:0016491	malate dehydrogenase
PZ7180000036972_ADO	GO:0005686	spliceosomal protein sap
PZ7180000036972_ADO	GO:0007052	spliceosomal protein sap
PZ7180000036972_ADO	GO:0000398	spliceosomal protein sap
PZ7180000022914_ADO	GO:0008380	splicing factor subunit 3
PZ7180000022914_ADO	GO:0003676	splicing factor subunit 3
PZ7180000022914_ADO	GO:0005681	splicing factor subunit 3
PZ7180000022914_ADO	GO:0005515	splicing factor subunit 3
PZ7180000022914_ADO	GO:0006397	splicing factor subunit 3
PZ555324_ADO	GO:0008380	splicing factor subunit 3
PZ555324_ADO	GO:0003676	splicing factor subunit 3
PZ555324_ADO	GO:0005681	splicing factor subunit 3
PZ555324_ADO	GO:0006397	splicing factor subunit 3
PZ7180000023838_ADP	GO:0016491	nadh dehydrogenase subunit 5
PZ7180000023838_ADP	GO:0016020	nadh dehydrogenase subunit 5
PZ7180000023838_ADP	GO:0005739	nadh dehydrogenase subunit 5
PZ7180000023838_ADP	GO:0022900	nadh dehydrogenase subunit 5
PZ7180000030987_ADP	GO:0005743	nadh dehydrogenase subunit 5
PZ7180000030987_ADP	GO:0008137	nadh dehydrogenase subunit 5
PZ7180000030987_ADP	GO:0006810	nadh dehydrogenase subunit 5
PZ7180000030987_ADP	GO:0016021	nadh dehydrogenase subunit 5
PZ7180000030987_ADP	GO:0042773	nadh dehydrogenase subunit 5
PZ7180000036806_ADQ	GO:0016757	uracil phosphoribosyltransferase
PZ7180000023139_ADQ	GO:0016757	uracil phosphoribosyltransferase
PZ7180000024153_ADQ	GO:0016757	uracil phosphoribosyltransferase
PZ7180000037033_ADR	GO:0004402	tho complex subunit 3
PZ7180000023287_ADR	GO:0004402	tho complex subunit 3
PZ7180000027337_ADS	GO:0000022	ribosomal protein l37
PZ7180000027337_ADS	GO:0003735	ribosomal protein l37
PZ7180000027337_ADS	GO:0022625	ribosomal protein l37
PZ7180000027337_ADS	GO:0008270	ribosomal protein l37
PZ7180000027337_ADS	GO:0006412	ribosomal protein l37
PZ7180000027337_ADS	GO:0019843	ribosomal protein l37
PZ447990	GO:0007283	sphingolipid delta 4 desaturase c-4 hydroxylase protein des2
PZ447990	GO:0006633	sphingolipid delta 4 desaturase c-4 hydroxylase protein des2
PZ447990	GO:0004768	sphingolipid delta 4 desaturase c-4 hydroxylase protein des2
PZ447990	GO:0042284	sphingolipid delta 4 desaturase c-4 hydroxylase protein des2
PZ447990	GO:0005886	sphingolipid delta 4 desaturase c-4 hydroxylase protein des2
PZ447990	GO:0055114	sphingolipid delta 4 desaturase c-4 hydroxylase protein des2
PZ447990	GO:0016021	sphingolipid delta 4 desaturase c-4 hydroxylase protein des2
PZ447990	GO:0006508	sphingolipid delta 4 desaturase c-4 hydroxylase protein des2
PZ447990	GO:0008270	sphingolipid delta 4 desaturase c-4 hydroxylase protein des2
PZ447990	GO:0008237	sphingolipid delta 4 desaturase c-4 hydroxylase protein des2
PZ447990	GO:0005739	sphingolipid delta 4 desaturase c-4 hydroxylase protein des2
PZ448454	GO:0016829	aspartate ammonia lyase
PZ449605	GO:0005488	nucleoside diphosphate
PZ449605	GO:0009201	nucleoside diphosphate
PZ449605	GO:0016740	nucleoside diphosphate
PZ450158	GO:0035058	wd repeat domain 35
PZ450158	GO:0044425	wd repeat domain 35
PZ450380	GO:0005515	gigantea
PZ452096	GO:0004370	glycerol kinase
PZ452096	GO:0005975	glycerol kinase
PZ452096	GO:0006072	glycerol kinase
PZ452464	GO:0005737	centaurin alpha
PZ452464	GO:0048016	centaurin alpha
PZ452464	GO:0032312	centaurin alpha
PZ452464	GO:0005886	centaurin alpha
PZ452464	GO:0005515	centaurin alpha
PZ452464	GO:0043533	centaurin alpha
PZ452464	GO:0008060	centaurin alpha
PZ452464	GO:0005547	centaurin alpha
PZ452464	GO:0005634	centaurin alpha
PZ452464	GO:0008270	centaurin alpha
PZ452464	GO:0007166	centaurin alpha
PZ453081	GO:0008202	AGAP007687-PA [Anopheles gambiae str. PEST]
PZ453288	GO:0005737	apoptosis inhibitor 5
PZ453288	GO:0005681	apoptosis inhibitor 5
PZ453288	GO:0006916	apoptosis inhibitor 5
PZ453288	GO:0017134	apoptosis inhibitor 5
PZ7180000000001_UQ	GO:0006260	replication factor c (activator 1) 5
PZ7180000000001_UQ	GO:0003689	replication factor c (activator 1) 5
PZ7180000000001_UQ	GO:0005663	replication factor c (activator 1) 5
PZ7180000000001_UQ	GO:0005524	replication factor c (activator 1) 5
PZ7180000000003_UR	GO:0006208	aliphatic nitrilase
PZ7180000000003_UR	GO:0003837	aliphatic nitrilase
PZ7180000000005_UR	GO:0006208	aliphatic nitrilase
PZ7180000000005_UR	GO:0003837	aliphatic nitrilase
PZ7180000000002_US	GO:0016020	rolling stone
PZ7180000000002_UT	GO:0016021	snare protein sec22
PZ7180000000002_UT	GO:0006911	snare protein sec22
PZ7180000000002_UU	GO:0008076	potassium channel tetramerisation domain containing 10
PZ7180000000002_UU	GO:0005249	potassium channel tetramerisation domain containing 10
PZ7180000000002_UU	GO:0005515	potassium channel tetramerisation domain containing 10
PZ7180000000002_UU	GO:0004114	potassium channel tetramerisation domain containing 10
PZ7180000000002_UU	GO:0006813	potassium channel tetramerisation domain containing 10
PZ7180000000003_UU	GO:0008076	potassium channel tetramerisation domain containing 9
PZ7180000000003_UU	GO:0005249	potassium channel tetramerisation domain containing 9
PZ7180000000003_UU	GO:0005515	potassium channel tetramerisation domain containing 9
PZ7180000000003_UU	GO:0006813	potassium channel tetramerisation domain containing 9
PZ7180000000001_UV	GO:0003735	ribosomal protein s3
PZ7180000000001_UV	GO:0003723	ribosomal protein s3
PZ7180000000001_UV	GO:0015935	ribosomal protein s3
PZ7180000000001_UV	GO:0006412	ribosomal protein s3
PZ7180000000001_UW	GO:0032312	uba domain-containing
PZ7180000000001_UW	GO:0008060	uba domain-containing
PZ7180000000001_UW	GO:0008270	uba domain-containing
PZ7180000000003_UX	GO:0016787	nudt18 protein
PZ7180000000002_UY	GO:0005840	ribosomal protein l7a
PZ7180000000002_UY	GO:0042254	ribosomal protein l7a
PZ7180000000003_UY	GO:0005730	ribosomal protein l7ae
PZ7180000000003_UY	GO:0005840	ribosomal protein l7ae
PZ7180000000003_UY	GO:0005681	ribosomal protein l7ae
PZ7180000000003_UY	GO:0003723	ribosomal protein l7ae
PZ7180000000003_UY	GO:0042254	ribosomal protein l7ae
PZ7180000000003_UY	GO:0007399	ribosomal protein l7ae
PZ7180000000003_UY	GO:0000398	ribosomal protein l7ae
PZ7180000000001_UZ	GO:0003677	ets at 98b cg5583-pa
PZ7180000000004_VA	GO:0005811	microsomal glutathione s-transferase
PZ7180000000002_VB	GO:0006468	serine threonine-protein kinase
PZ7180000000002_VB	GO:0005524	serine threonine-protein kinase
PZ7180000000002_VB	GO:0004674	serine threonine-protein kinase
PZ7180000000003_VB	GO:0006468	upf0453 protein c12orf44 homolog
PZ7180000000003_VB	GO:0005524	upf0453 protein c12orf44 homolog
PZ7180000000003_VB	GO:0004674	upf0453 protein c12orf44 homolog
PZ7180000000001_VD	GO:0003842	pyrroline-5-carboxylate dehydrogenase
PZ7180000000001_VD	GO:0005759	pyrroline-5-carboxylate dehydrogenase
PZ7180000000001_VD	GO:0006561	pyrroline-5-carboxylate dehydrogenase
PZ7180000000002_VE	GO:0046872	aminopeptidase n
PZ7180000000002_VE	GO:0070011	aminopeptidase n
PZ7180000000002_VE	GO:0016020	aminopeptidase n
PZ7180000000003_VE	GO:0016020	aminopeptidase n
PZ7180000000003_VE	GO:0008237	aminopeptidase n
PZ7180000000003_VE	GO:0006508	aminopeptidase n
